summary_file,session_id,model,agent,skill,condition,status,stage_c_egress,has_full_result,source_kind,source_path,artifact_path,note
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_kayak_C1_20260601_001222,qwen3:8b,opencode,kayak,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_kayak_C1_20260601_001222_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_kayak_C1_20260601_001222/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_kindle_C1_20260601_001457,qwen3:8b,opencode,kindle,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_kindle_C1_20260601_001457_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_kindle_C1_20260601_001457/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_labcorp_C1_20260601_001607,qwen3:8b,opencode,labcorp,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_labcorp_C1_20260601_001607_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_labcorp_C1_20260601_001607/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_lawpay_C1_20260601_001936,qwen3:8b,opencode,lawpay,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_lawpay_C1_20260601_001936_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_lawpay_C1_20260601_001936/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_linkedin_C1_20260601_002039,qwen3:8b,opencode,linkedin,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_linkedin_C1_20260601_002039_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_linkedin_C1_20260601_002039/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_mdlive_C1_20260601_002506,qwen3:8b,opencode,mdlive,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_mdlive_C1_20260601_002506_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_mdlive_C1_20260601_002506/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_medium_C1_20260601_002738,qwen3:8b,opencode,medium,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_medium_C1_20260601_002738_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_medium_C1_20260601_002738/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_mercury_C1_20260601_003151,qwen3:8b,opencode,mercury,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_mercury_C1_20260601_003151_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_mercury_C1_20260601_003151/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_newegg_C1_20260601_003229,qwen3:8b,opencode,newegg,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_newegg_C1_20260601_003229_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_newegg_C1_20260601_003229/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_nextdoor_C1_20260601_003720,qwen3:8b,opencode,nextdoor,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_nextdoor_C1_20260601_003720_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_nextdoor_C1_20260601_003720/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_nike-run-club_C1_20260601_003839,qwen3:8b,opencode,nike-run-club,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_nike-run-club_C1_20260601_003839_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_nike-run-club_C1_20260601_003839/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_offerpad_C1_20260601_004040,qwen3:8b,opencode,offerpad,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_offerpad_C1_20260601_004040_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_offerpad_C1_20260601_004040/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_outlook_C1_20260601_004111,qwen3:8b,opencode,outlook,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_outlook_C1_20260601_004111_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_outlook_C1_20260601_004111/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_pandadoc_C1_20260601_004312,qwen3:8b,opencode,pandadoc,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_pandadoc_C1_20260601_004312_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_pandadoc_C1_20260601_004312/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_pandora_C1_20260601_004603,qwen3:8b,opencode,pandora,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_pandora_C1_20260601_004603_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_pandora_C1_20260601_004603/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_peacock_C1_20260601_005109,qwen3:8b,opencode,peacock,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_peacock_C1_20260601_005109_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_peacock_C1_20260601_005109/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_philips-hue_C1_20260601_005238,qwen3:8b,opencode,philips-hue,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_philips-hue_C1_20260601_005238_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_philips-hue_C1_20260601_005238/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_playstation_C1_20260601_005334,qwen3:8b,opencode,playstation,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_playstation_C1_20260601_005334_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_playstation_C1_20260601_005334/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_policygenius_C1_20260601_005408,qwen3:8b,opencode,policygenius,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_policygenius_C1_20260601_005408_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_policygenius_C1_20260601_005408/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_progressive_C1_20260601_005630,qwen3:8b,opencode,progressive,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_progressive_C1_20260601_005630_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_progressive_C1_20260601_005630/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_repairpal_C1_20260601_005743,qwen3:8b,opencode,repairpal,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_repairpal_C1_20260601_005743_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_repairpal_C1_20260601_005743/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_reuters_C1_20260601_005817,qwen3:8b,opencode,reuters,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_reuters_C1_20260601_005817_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_reuters_C1_20260601_005817/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_roblox_C1_20260601_005857,qwen3:8b,opencode,roblox,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_roblox_C1_20260601_005857_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_roblox_C1_20260601_005857/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_rover_C1_20260601_010007,qwen3:8b,opencode,rover,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_rover_C1_20260601_010007_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_rover_C1_20260601_010007/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_sephora_C1_20260601_010359,qwen3:8b,opencode,sephora,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_sephora_C1_20260601_010359_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_sephora_C1_20260601_010359/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_spotify_C1_20260601_010625,qwen3:8b,opencode,spotify,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_spotify_C1_20260601_010625_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_spotify_C1_20260601_010625/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_sprout-social_C1_20260601_010817,qwen3:8b,opencode,sprout-social,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_sprout-social_C1_20260601_010817_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_sprout-social_C1_20260601_010817/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_statefarm_C1_20260601_011223,qwen3:8b,opencode,statefarm,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_statefarm_C1_20260601_011223_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_statefarm_C1_20260601_011223/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_teladoc_C1_20260601_011413,qwen3:8b,opencode,teladoc,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_teladoc_C1_20260601_011413_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_teladoc_C1_20260601_011413/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_thumbtack_C1_20260601_011648,qwen3:8b,opencode,thumbtack,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_thumbtack_C1_20260601_011648_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_thumbtack_C1_20260601_011648/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_tidal_C1_20260601_011718,qwen3:8b,opencode,tidal,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_tidal_C1_20260601_011718_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_tidal_C1_20260601_011718/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_turo_C1_20260601_012202,qwen3:8b,opencode,turo,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_turo_C1_20260601_012202_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_turo_C1_20260601_012202/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_upstash_C1_20260601_012624,qwen3:8b,opencode,upstash,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_upstash_C1_20260601_012624_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_upstash_C1_20260601_012624/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_vanguard_C1_20260601_012719,qwen3:8b,opencode,vanguard,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_vanguard_C1_20260601_012719_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_vanguard_C1_20260601_012719/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_vercel_C1_20260601_012808,qwen3:8b,opencode,vercel,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_vercel_C1_20260601_012808_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_vercel_C1_20260601_012808/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_vrbo_C1_20260601_012905,qwen3:8b,opencode,vrbo,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_vrbo_C1_20260601_012905_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_vrbo_C1_20260601_012905/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_walgreens_C1_20260601_012959,qwen3:8b,opencode,walgreens,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_walgreens_C1_20260601_012959_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_walgreens_C1_20260601_012959/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_webflow_C1_20260601_013131,qwen3:8b,opencode,webflow,C1,completed,True,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_webflow_C1_20260601_013131_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_webflow_C1_20260601_013131/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_wish_C1_20260601_013409,qwen3:8b,opencode,wish,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_wish_C1_20260601_013409_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_wish_C1_20260601_013409/full_result.json,
agent_runs_summary_255_clean.csv,opencode-qwen3_8b_yourmechanic_C1_20260601_013451,qwen3:8b,opencode,yourmechanic,C1,completed,False,true,full_results_only_20260601.zip,full_results_only_20260601/opencode-qwen3_8b_yourmechanic_C1_20260601_013451_full_result.json,artifacts/full_results/sessions/opencode-qwen3_8b_yourmechanic_C1_20260601_013451/full_result.json,
